month,month_label,feature,category,hour,mean_spatial_mean,std_spatial_mean,count
APRIL_16,April 2016,u10,meteorology_or_target,22,1.5453577637672424,0.4117622996609224,29
APRIL_16,April 2016,u10,meteorology_or_target,23,1.5038378485317887,0.4152729165245773,29
APRIL_16,April 2016,v10,meteorology_or_target,0,0.3197219153555731,0.24196813037375325,30
APRIL_16,April 2016,v10,meteorology_or_target,1,0.2937711404636502,0.263004201366761,30
APRIL_16,April 2016,v10,meteorology_or_target,2,0.23852165037145218,0.2834161738359901,30
APRIL_16,April 2016,v10,meteorology_or_target,3,0.09756119179849823,0.30281997639353614,30
APRIL_16,April 2016,v10,meteorology_or_target,4,0.032482889036570366,0.3350508011262495,30
APRIL_16,April 2016,v10,meteorology_or_target,5,0.0631180312174062,0.3528170565664047,30
APRIL_16,April 2016,v10,meteorology_or_target,6,0.13711211406140744,0.36037852896810535,30
APRIL_16,April 2016,v10,meteorology_or_target,7,0.22717895520230133,0.3605686963998474,30
APRIL_16,April 2016,v10,meteorology_or_target,8,0.29083985009929164,0.35753346119525276,30
APRIL_16,April 2016,v10,meteorology_or_target,9,0.31124670188874004,0.351073015614884,30
APRIL_16,April 2016,v10,meteorology_or_target,10,0.2884248352920016,0.33957114769438,30
APRIL_16,April 2016,v10,meteorology_or_target,11,0.23950021288668116,0.3186653574752291,30
APRIL_16,April 2016,v10,meteorology_or_target,12,0.21467537389447292,0.286812607480328,30
APRIL_16,April 2016,v10,meteorology_or_target,13,0.21323608881793915,0.24521300380220074,30
APRIL_16,April 2016,v10,meteorology_or_target,14,0.21729937766989071,0.23862867429200887,30
APRIL_16,April 2016,v10,meteorology_or_target,15,0.239605021973451,0.24070860312298586,30
APRIL_16,April 2016,v10,meteorology_or_target,16,0.27090741591528056,0.23989746982968338,30
APRIL_16,April 2016,v10,meteorology_or_target,17,0.30224149810771145,0.23696822570991335,30
APRIL_16,April 2016,v10,meteorology_or_target,18,0.3355778046573202,0.2338887235830723,30
APRIL_16,April 2016,v10,meteorology_or_target,19,0.35547136603694024,0.23440991453183763,29
APRIL_16,April 2016,v10,meteorology_or_target,20,0.3559717657365676,0.2316054854646647,29
APRIL_16,April 2016,v10,meteorology_or_target,21,0.348997483447451,0.23174680273310078,29
APRIL_16,April 2016,v10,meteorology_or_target,22,0.3409483995898787,0.2347620399863306,29
APRIL_16,April 2016,v10,meteorology_or_target,23,0.33275968644061477,0.23888112645026213,29
APRIL_16,April 2016,swdown,meteorology_or_target,0,19.46188850402832,9.789134011819419,30
APRIL_16,April 2016,swdown,meteorology_or_target,1,115.3370236714681,24.108647074852158,30
APRIL_16,April 2016,swdown,meteorology_or_target,2,297.56937103271486,34.62707482324266,30
APRIL_16,April 2016,swdown,meteorology_or_target,3,503.3139892578125,40.057126113797295,30
APRIL_16,April 2016,swdown,meteorology_or_target,4,689.1840799967448,34.89304798315749,30
APRIL_16,April 2016,swdown,meteorology_or_target,5,828.9535909016927,31.28800846969029,30
APRIL_16,April 2016,swdown,meteorology_or_target,6,904.725634765625,24.510901879038734,30
APRIL_16,April 2016,swdown,meteorology_or_target,7,906.7225118001302,22.22628301052275,30
APRIL_16,April 2016,swdown,meteorology_or_target,8,835.4854593912761,21.744864416014163,30
APRIL_16,April 2016,swdown,meteorology_or_target,9,700.226084391276,25.518564330785445,30
APRIL_16,April 2016,swdown,meteorology_or_target,10,519.1400482177735,26.48613350400388,30
APRIL_16,April 2016,swdown,meteorology_or_target,11,316.8497823079427,28.9535127757505,30
APRIL_16,April 2016,swdown,meteorology_or_target,12,130.88250859578451,22.819208923971697,30
APRIL_16,April 2016,swdown,meteorology_or_target,13,22.68101053237915,7.820625364375168,30
APRIL_16,April 2016,swdown,meteorology_or_target,14,0.08309579961787676,0.17212360854818148,30
APRIL_16,April 2016,swdown,meteorology_or_target,15,0.0,0.0,30
APRIL_16,April 2016,swdown,meteorology_or_target,16,0.0,0.0,30
APRIL_16,April 2016,swdown,meteorology_or_target,17,0.0,0.0,30
APRIL_16,April 2016,swdown,meteorology_or_target,18,0.0,0.0,30
APRIL_16,April 2016,swdown,meteorology_or_target,19,0.0,0.0,29
APRIL_16,April 2016,swdown,meteorology_or_target,20,0.0,0.0,29
APRIL_16,April 2016,swdown,meteorology_or_target,21,0.0,0.0,29
APRIL_16,April 2016,swdown,meteorology_or_target,22,0.0,0.0,29
APRIL_16,April 2016,swdown,meteorology_or_target,23,0.10406277680409277,0.24797521177478624,29
APRIL_16,April 2016,pblh,meteorology_or_target,0,403.0934641520182,19.178111742589696,30
APRIL_16,April 2016,pblh,meteorology_or_target,1,425.51084187825523,18.76791281254807,30
APRIL_16,April 2016,pblh,meteorology_or_target,2,509.287260945638,23.15720087272782,30
APRIL_16,April 2016,pblh,meteorology_or_target,3,647.6989969889323,37.999243318286325,30
APRIL_16,April 2016,pblh,meteorology_or_target,4,835.9516153971355,67.32962417205125,30
APRIL_16,April 2016,pblh,meteorology_or_target,5,1093.5721069335937,116.78143398125168,30
APRIL_16,April 2016,pblh,meteorology_or_target,6,1368.4005330403645,160.532135045975,30
APRIL_16,April 2016,pblh,meteorology_or_target,7,1567.8493326822916,171.1615927674504,30
APRIL_16,April 2016,pblh,meteorology_or_target,8,1687.057352701823,171.25604610734092,30
APRIL_16,April 2016,pblh,meteorology_or_target,9,1741.4861124674478,169.16688363852163,30
APRIL_16,April 2016,pblh,meteorology_or_target,10,1737.6381673177084,168.05750924951286,30
APRIL_16,April 2016,pblh,meteorology_or_target,11,1680.217179361979,166.86020485210778,30
APRIL_16,April 2016,pblh,meteorology_or_target,12,1565.6388793945312,164.34724503207806,30
APRIL_16,April 2016,pblh,meteorology_or_target,13,1374.9188842773438,153.21298277848075,30
APRIL_16,April 2016,pblh,meteorology_or_target,14,1112.4609008789062,121.35707516627491,30
APRIL_16,April 2016,pblh,meteorology_or_target,15,823.027762858073,78.79942656736775,30
APRIL_16,April 2016,pblh,meteorology_or_target,16,623.8080729166667,45.574612769955245,30
APRIL_16,April 2016,pblh,meteorology_or_target,17,521.5890309651693,29.479366631557507,30
APRIL_16,April 2016,pblh,meteorology_or_target,18,470.38238525390625,23.363096668932794,30
APRIL_16,April 2016,pblh,meteorology_or_target,19,442.4589380724677,21.51468471101114,29
APRIL_16,April 2016,pblh,meteorology_or_target,20,425.85342722925645,20.558929747801127,29
APRIL_16,April 2016,pblh,meteorology_or_target,21,415.43807036301183,20.380005119505505,29
APRIL_16,April 2016,pblh,meteorology_or_target,22,409.07980451912715,20.117857010214724,29
APRIL_16,April 2016,pblh,meteorology_or_target,23,404.665388436153,19.641540234874867,29
APRIL_16,April 2016,psfc,meteorology_or_target,0,87913.56302083333,123.2598820652809,30
APRIL_16,April 2016,psfc,meteorology_or_target,1,87917.50364583333,122.76549969257566,30
APRIL_16,April 2016,psfc,meteorology_or_target,2,87945.075,122.11396903679477,30
APRIL_16,April 2016,psfc,meteorology_or_target,3,87987.95703125,122.17939240987741,30
APRIL_16,April 2016,psfc,meteorology_or_target,4,88002.00833333333,122.65081090205054,30
APRIL_16,April 2016,psfc,meteorology_or_target,5,87982.55885416667,122.80238585389301,30
APRIL_16,April 2016,psfc,meteorology_or_target,6,87966.76119791667,122.58340338916969,30
APRIL_16,April 2016,psfc,meteorology_or_target,7,87955.26692708333,122.28178116571223,30
APRIL_16,April 2016,psfc,meteorology_or_target,8,87915.12369791667,121.35926283140078,30
APRIL_16,April 2016,psfc,meteorology_or_target,9,87848.47708333333,120.37155187935653,30
APRIL_16,April 2016,psfc,meteorology_or_target,10,87803.53880208333,120.15706506894888,30
APRIL_16,April 2016,psfc,meteorology_or_target,11,87796.28854166667,120.67752234760457,30
APRIL_16,April 2016,psfc,meteorology_or_target,12,87794.55859375,121.75083237715306,30
APRIL_16,April 2016,psfc,meteorology_or_target,13,87789.85625,122.48109720095376,30
APRIL_16,April 2016,psfc,meteorology_or_target,14,87810.22604166667,122.50267595021386,30
APRIL_16,April 2016,psfc,meteorology_or_target,15,87857.67109375,122.32646737880802,30
APRIL_16,April 2016,psfc,meteorology_or_target,16,87894.45859375,123.0007099269652,30
APRIL_16,April 2016,psfc,meteorology_or_target,17,87907.54348958333,124.9075499213611,30
APRIL_16,April 2016,psfc,meteorology_or_target,18,87924.30416666667,125.83742474463965,30
APRIL_16,April 2016,psfc,meteorology_or_target,19,87944.88469827586,127.62238593377614,29
APRIL_16,April 2016,psfc,meteorology_or_target,20,87942.42429956897,126.32307332385778,29
APRIL_16,April 2016,psfc,meteorology_or_target,21,87914.87931034483,125.41575445409885,29
APRIL_16,April 2016,psfc,meteorology_or_target,22,87898.2093211207,125.08560693950022,29
APRIL_16,April 2016,psfc,meteorology_or_target,23,87906.34886853448,125.36657607688531,29
APRIL_16,April 2016,rain,meteorology_or_target,0,0.10060667731643964,0.39466938928786544,30
APRIL_16,April 2016,rain,meteorology_or_target,1,0.027146840871622165,0.01800877195263622,30
APRIL_16,April 2016,rain,meteorology_or_target,2,0.025096980882032462,0.01681825333674242,30
APRIL_16,April 2016,rain,meteorology_or_target,3,0.022661014925688505,0.01590127066364944,30
APRIL_16,April 2016,rain,meteorology_or_target,4,0.02059786970106264,0.015217408208758667,30
APRIL_16,April 2016,rain,meteorology_or_target,5,0.01933743724754701,0.013842385468333104,30
APRIL_16,April 2016,rain,meteorology_or_target,6,0.019002952717710287,0.012640072220936936,30
APRIL_16,April 2016,rain,meteorology_or_target,7,0.02069798648978273,0.01254403701416278,30
APRIL_16,April 2016,rain,meteorology_or_target,8,0.024020244476074974,0.013167549244698467,30
APRIL_16,April 2016,rain,meteorology_or_target,9,0.027286820532754063,0.013914029884055273,30
APRIL_16,April 2016,rain,meteorology_or_target,10,0.029818421229720116,0.01440415520976221,30
APRIL_16,April 2016,rain,meteorology_or_target,11,0.029970164286593597,0.013641465465344017,30
APRIL_16,April 2016,rain,meteorology_or_target,12,0.029600506788119672,0.01306799095066018,30
APRIL_16,April 2016,rain,meteorology_or_target,13,0.029117593013991912,0.01313405604237186,30
APRIL_16,April 2016,rain,meteorology_or_target,14,0.028510458612193663,0.013567801425769084,30
APRIL_16,April 2016,rain,meteorology_or_target,15,0.027955753014733395,0.014358971437270641,30
APRIL_16,April 2016,rain,meteorology_or_target,16,0.028255737759172915,0.015753026240592154,30
APRIL_16,April 2016,rain,meteorology_or_target,17,0.028502523883556327,0.01686029604471247,30
APRIL_16,April 2016,rain,meteorology_or_target,18,0.028442082026352487,0.01758173612820443,30
APRIL_16,April 2016,rain,meteorology_or_target,19,0.028386524926614146,0.01802321647554568,29
APRIL_16,April 2016,rain,meteorology_or_target,20,0.02824133192991902,0.018539100811359073,29
APRIL_16,April 2016,rain,meteorology_or_target,21,0.028977877026873416,0.019030393146375748,29
APRIL_16,April 2016,rain,meteorology_or_target,22,0.02861593039064058,0.01909367249855155,29
APRIL_16,April 2016,rain,meteorology_or_target,23,0.027989248271453483,0.018711990653383755,29
APRIL_16,April 2016,PM25,emission,0,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,1,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,2,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,3,3.5633232074341186e-11,1.321891460728072e-11,30
APRIL_16,April 2016,PM25,emission,4,5.881947772670872e-11,2.900698007628275e-11,30
APRIL_16,April 2016,PM25,emission,5,8.838220043164453e-11,4.96636047966486e-11,30
APRIL_16,April 2016,PM25,emission,6,1.2160639098785143e-10,7.171334951017922e-11,30
APRIL_16,April 2016,PM25,emission,7,1.5028665519961649e-10,8.970126320012872e-11,30
APRIL_16,April 2016,PM25,emission,8,1.4761717848389323e-10,8.20580444784877e-11,30
APRIL_16,April 2016,PM25,emission,9,1.277195300205249e-10,6.946871961522757e-11,30
APRIL_16,April 2016,PM25,emission,10,1.0637288209471645e-10,5.444874860123684e-11,30
APRIL_16,April 2016,PM25,emission,11,8.147380066646592e-11,3.7912339445877984e-11,30
APRIL_16,April 2016,PM25,emission,12,5.649846812248552e-11,2.1473489154828945e-11,30
APRIL_16,April 2016,PM25,emission,13,3.3509811699492486e-11,7.121122540307734e-12,30
APRIL_16,April 2016,PM25,emission,14,2.3955343099470886e-11,2.389333444704216e-12,30
APRIL_16,April 2016,PM25,emission,15,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,16,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,17,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,18,2.3759378034828844e-11,2.3801466706559574e-12,30
APRIL_16,April 2016,PM25,emission,19,2.3775872945775028e-11,2.419149421617403e-12,29
APRIL_16,April 2016,PM25,emission,20,2.3775872945775028e-11,2.419149421617403e-12,29
APRIL_16,April 2016,PM25,emission,21,2.3775872945775028e-11,2.419149421617403e-12,29
APRIL_16,April 2016,PM25,emission,22,2.3775872945775028e-11,2.419149421617403e-12,29
APRIL_16,April 2016,PM25,emission,23,2.3775872945775028e-11,2.419149421617403e-12,29
APRIL_16,April 2016,NH3,emission,0,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,1,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,2,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,3,3.163339540888914e-11,1.9250452433256483e-12,30
APRIL_16,April 2016,NH3,emission,4,3.5234745624582945e-11,4.2757544808406476e-12,30
APRIL_16,April 2016,NH3,emission,5,3.9823041734230174e-11,7.345766063150594e-12,30
APRIL_16,April 2016,NH3,emission,6,4.504009552026864e-11,1.0652349509532275e-11,30
APRIL_16,April 2016,NH3,emission,7,4.960789827439918e-11,1.3379124795825978e-11,30
APRIL_16,April 2016,NH3,emission,8,4.9540652178201276e-11,1.241799287176931e-11,30
APRIL_16,April 2016,NH3,emission,9,4.6401423524503966e-11,1.0496567658719621e-11,30
APRIL_16,April 2016,NH3,emission,10,4.309392149685924e-11,8.276476664599312e-12,30
APRIL_16,April 2016,NH3,emission,11,3.9186103424666276e-11,5.797081170528384e-12,30
APRIL_16,April 2016,NH3,emission,12,3.525839557661501e-11,3.3355707305428296e-12,30
APRIL_16,April 2016,NH3,emission,13,3.16184182107722e-11,1.181149996075259e-12,30
APRIL_16,April 2016,NH3,emission,14,2.996482064505703e-11,3.607813971314587e-13,30
APRIL_16,April 2016,NH3,emission,15,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,16,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,17,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,18,2.99137040163143e-11,3.573768671979465e-13,30
APRIL_16,April 2016,NH3,emission,19,2.991454749202824e-11,3.634569553621669e-13,29
APRIL_16,April 2016,NH3,emission,20,2.991454749202824e-11,3.634569553621669e-13,29
APRIL_16,April 2016,NH3,emission,21,2.991454749202824e-11,3.634569553621669e-13,29
APRIL_16,April 2016,NH3,emission,22,2.991454749202824e-11,3.634569553621669e-13,29
APRIL_16,April 2016,NH3,emission,23,2.991454749202824e-11,3.634569553621669e-13,29
APRIL_16,April 2016,SO2,emission,0,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,1,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,2,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,3,3.566281802539627e-11,7.041568452857442e-13,30
APRIL_16,April 2016,SO2,emission,4,3.7081908520929423e-11,1.6026740826911379e-12,30
APRIL_16,April 2016,SO2,emission,5,3.887493415040633e-11,2.7730089249973713e-12,30
APRIL_16,April 2016,SO2,emission,6,4.093553535755877e-11,4.051551024601153e-12,30
APRIL_16,April 2016,SO2,emission,7,4.2755786594282405e-11,5.123505944685493e-12,30
APRIL_16,April 2016,SO2,emission,8,4.283587695007744e-11,4.8563228035312656e-12,30
APRIL_16,April 2016,SO2,emission,9,4.156498401134091e-11,4.0957022276757876e-12,30
APRIL_16,April 2016,SO2,emission,10,4.028065036095226e-11,3.2540918988775327e-12,30
APRIL_16,April 2016,SO2,emission,11,3.87365677279941e-11,2.294580584342283e-12,30
APRIL_16,April 2016,SO2,emission,12,3.718701180457428e-11,1.3414599030192855e-12,30
APRIL_16,April 2016,SO2,emission,13,3.574315983464753e-11,4.951970851106495e-13,30
APRIL_16,April 2016,SO2,emission,14,3.504511890190205e-11,1.392226560581087e-13,30
APRIL_16,April 2016,SO2,emission,15,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,16,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,17,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,18,3.503105253642661e-11,1.3826047175261885e-13,30
APRIL_16,April 2016,SO2,emission,19,3.503202591108461e-11,1.4052297061237932e-13,29
APRIL_16,April 2016,SO2,emission,20,3.503202591108461e-11,1.4052297061237932e-13,29
APRIL_16,April 2016,SO2,emission,21,3.503202591108461e-11,1.4052297061237932e-13,29
APRIL_16,April 2016,SO2,emission,22,3.503202591108461e-11,1.4052297061237932e-13,29
APRIL_16,April 2016,SO2,emission,23,3.503202591108461e-11,1.4052297061237932e-13,29
APRIL_16,April 2016,NOx,emission,0,3.7712243181803094e-11,1.014766595444204e-12,30
APRIL_16,April 2016,NOx,emission,1,3.7712243181803094e-11,1.014766595444204e-12,30
APRIL_16,April 2016,NOx,emission,2,3.7712243181803094e-11,1.014766595444204e-12,30
APRIL_16,April 2016,NOx,emission,3,4.341617836648134e-11,6.2603328746786535e-12,30
APRIL_16,April 2016,NOx,emission,4,5.2872048494117367e-11,1.3156379723283997e-11,30
APRIL_16,April 2016,NOx,emission,5,6.514774560224351e-11,2.2239887246985127e-11,30
APRIL_16,April 2016,NOx,emission,6,7.85341322745287e-11,3.16591017537647e-11,30
APRIL_16,April 2016,NOx,emission,7,8.975257518457313e-11,3.9069412442576625e-11,30
APRIL_16,April 2016,NOx,emission,8,8.656588596489317e-11,3.414333603250528e-11,30
APRIL_16,April 2016,NOx,emission,9,7.901582652689688e-11,2.905107432944984e-11,30
APRIL_16,April 2016,NOx,emission,10,7.002597427835112e-11,2.235803226496973e-11,30
APRIL_16,April 2016,NOx,emission,11,5.999905484261416e-11,1.529897833528834e-11,30
APRIL_16,April 2016,NOx,emission,12,4.992064958585226e-11,8.273843805947837e-12,30
APRIL_16,April 2016,NOx,emission,13,4.07965992977214e-11,2.2799231395566796e-12,30
APRIL_16,April 2016,NOx,emission,14,3.7844561784586244e-11,1.017669031427781e-12,30
APRIL_16,April 2016,NOx,emission,15,3.7712243181803094e-11,1.014766595444204e-12,30
APRIL_16,April 2016,NOx,emission,16,3.7712243181803094e-11,1.014766595444204e-12,30
APRIL_16,April 2016,NOx,emission,17,3.7712243181803094e-11,1.014766595444204e-12,30
